Student_ID,Age,Gender,Attendance_Rate,Prior_GPA,LMS_Logins,Study_Hours_Per_Week,Assignment_Submission_Rate,Engagement_Score,Final_Academic_Performance
864,22,Male,88.31,3.12,275,14.9,69.48,1.69,Medium
865,23,Male,89.93,3.66,139,36.8,63.87,70.31,High
866,20,Male,64.61,1.99,115,7.1,66.48,88.48,Low
867,22,Male,58.18,2.65,53,13.8,50.28,66.28,High
868,24,Female,45.31,2.58,131,9.9,59.56,42.07,High
869,22,Female,86.85,2.98,76,14.6,71.06,7.97,High
870,18,Female,40.6,3.49,85,5.5,89.1,9.46,High
871,17,Female,42.83,2.31,18,7.4,37.48,16.74,Medium
872,21,Female,86.55,2.6,292,3.4,57.37,9.9,High
873,19,Male,70.01,2.01,41,17.3,88.86,83.98,High
874,20,Female,97.72,3.61,179,32.9,95.1,6.83,Low
875,24,Male,87.12,3.7,118,34.3,77.17,6.63,High
876,19,Male,91.05,1.22,34,36.1,76.2,77.39,High
877,20,Female,56.31,2.88,78,13.4,62.36,49.14,High
878,17,Female,95.31,1.72,130,25.3,45.48,13.63,Medium
879,24,Female,68.99,3.74,18,11.8,84.6,39.82,High
880,17,Male,85.67,3.76,85,17.9,93.78,55.88,High
881,19,Male,74.56,3.71,133,19.1,46.95,35.35,Low
882,23,Male,87.49,1.36,266,6.9,32.83,10.17,High
883,17,Male,44.98,2.47,136,16.9,37.54,0.03,Medium
884,21,Male,40.64,1.55,230,33.1,85.79,37.11,Medium
885,24,Male,60.85,1.85,20,26.4,32.44,80.64,High
886,20,Male,42.37,2.98,112,16.7,66.57,92.88,High
887,21,Male,79.87,1.94,59,19.8,63.22,47.11,Medium
888,23,Female,57.13,1.63,44,1.9,98.98,86.62,Medium
889,17,Female,44.26,1.95,222,20.4,41.03,69.34,Medium
890,17,Male,47.37,2.5,52,39.4,87.52,2.59,Medium
891,24,Male,56.09,1.07,146,1.6,58.06,15.55,Medium
892,19,Male,70.56,1.36,102,3.8,67.58,88.76,Low
893,21,Male,46.33,1.26,205,19.6,90.68,47.17,Low
894,22,Male,73.68,3.71,196,39.9,70.05,31.06,Medium
895,24,Male,88.13,1.47,82,14.4,53.01,12.06,High
896,18,Female,98.19,1.42,263,15.5,86.12,74.6,Medium
897,19,Male,46.53,1.54,204,16.1,46.93,91.52,Medium
898,21,Female,61.5,3.16,33,4.9,33.63,68.19,High
899,23,Female,96.41,2.02,246,14.4,53.81,91.04,Medium
900,17,Male,67.41,3.0,71,6.0,99.34,49.72,Medium
901,21,Female,85.93,3.22,6,36.9,87.4,28.04,Medium
902,19,Male,43.18,1.25,150,20.1,88.54,99.25,High
903,17,Female,84.68,2.2,121,6.1,35.83,57.66,Medium
904,20,Male,87.5,3.57,81,32.8,78.88,84.68,Medium
905,22,Male,41.69,3.58,131,39.1,75.01,59.53,High
906,24,Male,51.6,1.96,199,2.7,93.56,74.27,High
907,17,Female,56.1,1.93,238,2.5,78.98,6.81,Medium
908,17,Male,58.08,3.66,81,6.7,65.89,71.66,High
909,20,Male,85.96,3.38,252,28.3,81.06,45.84,High
910,19,Female,80.64,2.23,151,12.7,65.45,90.65,High
911,19,Male,64.43,2.22,146,1.2,74.09,16.94,Low
912,20,Female,96.31,3.59,292,38.6,61.98,88.58,High
913,17,Male,93.0,1.64,79,28.9,69.73,53.68,High
914,21,Female,97.7,3.59,273,21.0,70.19,74.41,Medium
915,17,Male,78.67,2.06,250,39.5,65.12,96.64,Medium
916,22,Male,57.65,3.99,277,25.7,69.27,2.65,Low
917,24,Female,44.99,3.23,82,18.1,47.03,0.11,High
918,23,Female,73.3,2.99,120,31.8,72.53,7.25,Low
919,20,Female,40.48,2.21,75,34.0,54.3,1.5,Low
920,24,Male,92.3,1.08,84,11.5,51.4,73.4,High
921,17,Female,58.2,2.64,198,29.0,75.15,42.64,Medium
922,24,Male,48.9,3.72,253,16.0,62.93,89.25,Medium
923,22,Male,58.03,3.77,29,13.0,93.56,7.93,High
924,19,Female,97.58,3.47,288,28.6,42.96,45.51,High
925,22,Female,92.5,3.29,240,16.9,86.96,80.42,Low
926,21,Male,78.66,1.83,14,14.5,83.51,47.64,Low
927,24,Male,86.57,2.67,296,32.9,33.56,26.76,High
928,19,Male,92.48,3.69,275,25.0,50.14,46.48,High
929,17,Male,66.17,2.45,145,21.2,98.46,15.78,Low
930,22,Female,98.76,3.36,202,7.2,92.29,50.14,High
931,21,Female,52.86,3.93,101,3.6,77.13,43.07,Medium
932,19,Male,71.75,3.92,53,25.4,71.02,75.57,Medium
933,20,Male,81.97,2.98,92,12.9,51.0,36.91,High
934,19,Female,62.64,3.7,9,19.2,72.2,81.37,Medium
935,24,Female,98.57,2.03,113,33.4,58.91,47.19,Medium
936,21,Female,80.21,2.16,47,1.7,40.02,64.19,Medium
937,24,Male,95.2,3.77,214,30.6,67.85,82.48,Medium
938,18,Male,60.38,2.59,137,5.2,64.85,23.37,High
939,22,Male,78.66,1.39,10,25.5,75.5,40.36,Low
940,17,Female,57.15,1.6,183,19.5,43.34,92.87,Medium
941,23,Female,83.34,3.28,151,12.5,85.34,47.85,High
942,21,Female,63.84,2.85,112,34.1,92.13,87.62,High
943,17,Female,77.35,2.0,24,25.4,42.88,53.32,Medium
944,21,Female,41.98,1.54,147,33.8,39.18,87.99,High
945,17,Male,71.02,3.36,61,20.7,31.65,50.47,Medium
946,18,Male,73.77,3.35,174,34.8,46.53,60.86,High
947,24,Male,50.43,2.21,198,25.1,38.0,71.21,Medium
948,22,Male,77.6,2.57,210,1.8,31.95,28.44,Low
949,18,Female,92.7,1.69,147,21.9,45.21,54.35,High
950,17,Female,97.38,1.42,67,26.6,68.13,95.47,Medium
951,24,Female,93.29,3.13,45,26.0,90.19,30.48,Medium
952,19,Male,81.28,3.58,155,17.4,69.35,2.24,Medium
953,21,Female,45.99,1.72,242,38.5,36.36,75.58,Medium
954,21,Female,93.12,3.47,100,31.6,88.61,47.31,High
955,24,Female,62.43,1.64,136,33.3,59.72,29.86,High
956,18,Female,93.59,1.23,204,34.6,99.76,91.75,High
957,24,Female,70.81,3.94,153,9.9,58.43,12.01,Medium
958,24,Female,93.47,2.71,86,2.9,49.95,10.03,Medium
959,23,Female,51.31,3.63,145,2.9,63.77,49.06,High
960,19,Male,62.65,3.88,14,23.0,40.45,66.67,Medium
961,21,Male,88.89,3.22,296,15.9,48.89,1.54,High
962,24,Female,98.3,2.24,104,36.9,86.32,8.07,High
963,20,Female,86.49,2.99,207,22.2,95.33,83.25,Medium
964,21,Female,43.35,3.94,169,29.7,89.69,35.85,High
965,17,Male,58.39,1.62,41,19.3,85.8,4.56,Medium
966,19,Female,43.43,3.96,181,22.6,44.1,92.31,Medium
967,24,Female,54.0,3.02,97,2.2,46.56,73.32,Medium
968,23,Male,87.94,2.96,82,8.8,47.17,90.78,Low
969,23,Male,52.92,2.24,17,22.7,84.76,38.02,Medium
970,24,Male,50.37,3.42,259,8.0,85.58,62.61,Medium
971,17,Male,58.05,2.67,32,1.7,79.38,1.34,High
972,19,Female,96.93,1.09,191,33.8,37.06,27.07,Low
973,17,Male,67.99,3.04,190,39.0,58.19,96.15,Medium
974,21,Female,64.29,3.58,18,4.2,45.38,68.38,Medium
975,21,Male,52.3,3.78,274,3.0,72.39,8.19,Medium
976,23,Male,40.86,2.6,162,22.1,70.91,35.56,High
977,23,Female,64.18,3.85,168,18.9,43.7,29.32,High
978,18,Male,73.22,2.32,296,26.6,91.07,51.12,Medium
979,22,Male,76.01,2.27,189,12.8,45.46,50.79,High
980,19,Male,71.49,3.93,180,20.2,57.81,59.79,Medium
981,24,Female,75.4,2.17,144,7.8,33.1,67.96,Low
982,22,Male,57.86,1.44,166,25.6,94.92,20.03,Medium
983,20,Female,59.65,1.27,148,3.3,41.35,25.91,High
984,24,Female,71.05,3.25,188,29.6,96.79,95.35,Medium
985,24,Male,40.98,2.78,129,7.9,81.26,78.37,Medium
986,19,Female,91.97,1.15,154,3.8,73.46,98.53,Medium
987,21,Male,48.53,3.05,40,3.9,77.69,91.98,Low
988,20,Male,64.6,2.43,163,29.1,94.8,84.73,High
989,18,Male,94.36,2.52,155,7.8,99.19,30.5,Medium
990,20,Male,64.36,1.07,257,13.9,38.82,53.48,Medium
991,20,Female,86.49,3.13,181,23.9,42.04,82.08,Low
992,24,Male,71.3,3.51,60,29.4,78.06,5.33,Medium
993,17,Male,62.81,1.14,34,24.1,58.08,22.99,Medium
994,24,Female,74.56,2.1,59,35.4,81.65,40.76,Medium
995,22,Male,90.09,1.82,171,38.7,56.77,21.85,Low
996,22,Male,50.76,3.86,93,28.4,89.66,4.12,High
997,17,Female,49.24,1.04,256,22.7,49.86,33.37,Medium
998,20,Female,65.22,2.62,206,27.3,45.77,88.99,High
999,17,Male,53.31,1.45,39,29.3,88.12,62.9,Medium
1000,22,Female,49.13,2.23,160,25.5,39.51,8.99,Medium
1001,19,Female,51.34,1.53,35,3.3,51.69,44.23,High
1002,18,Male,97.15,3.98,162,17.7,60.54,67.11,Medium
1003,20,Female,78.57,3.56,118,2.2,96.48,97.21,Low
1004,23,Male,72.2,3.34,96,31.6,61.01,15.56,High
1005,23,Male,51.11,1.8,56,36.8,77.32,22.53,Medium
1006,21,Female,70.14,1.34,121,31.4,68.02,20.77,High
1007,18,Female,59.22,1.1,129,14.7,74.81,3.25,High
1008,23,Female,97.22,2.9,49,4.9,65.72,91.48,Low
1009,21,Male,76.72,3.75,125,18.8,52.09,63.03,High
1010,20,Male,78.35,3.0,190,9.4,88.16,41.02,High
1011,19,Male,60.99,3.15,13,14.9,90.27,34.31,Low
1012,23,Male,94.98,3.64,271,33.2,45.38,62.57,Low
1013,22,Female,67.32,3.04,225,36.7,90.1,71.97,Medium
1014,23,Female,58.05,3.9,14,3.4,92.28,25.23,High
1015,19,Male,94.13,3.49,172,16.1,75.38,65.06,Low
1016,24,Male,42.96,1.28,14,10.5,55.98,94.18,Medium
1017,23,Male,61.02,1.32,232,13.9,35.17,88.89,Medium
1018,18,Male,75.3,3.0,144,36.4,97.25,52.1,Medium
1019,24,Male,51.12,1.76,92,4.1,62.21,35.69,High
1020,22,Male,80.16,1.9,222,26.7,51.66,23.61,High
1021,19,Female,84.31,3.28,77,15.7,92.28,95.21,High
1022,23,Female,56.24,2.21,85,32.9,79.14,34.69,High
1023,17,Male,71.67,3.34,216,7.9,56.66,48.88,Low
1024,20,Male,84.83,2.96,19,5.2,83.52,21.72,Medium
1025,21,Female,84.7,1.02,259,16.4,52.1,55.99,Low
1026,22,Female,64.28,2.73,11,20.6,47.17,75.05,Low
1027,19,Female,46.86,3.12,275,9.7,49.3,54.07,High
1028,17,Male,41.53,3.51,13,19.4,62.0,68.85,Low
1029,22,Female,99.56,2.03,76,37.6,30.5,19.11,High
1030,23,Male,72.04,2.93,170,19.1,43.67,94.4,Low
1031,22,Male,55.8,1.84,138,12.2,60.29,58.7,Medium
1032,19,Male,55.46,3.47,175,11.1,50.01,60.74,Low
1033,22,Male,59.78,3.05,295,38.6,95.97,23.19,High
1034,21,Female,87.99,2.9,199,39.7,53.44,47.72,Low
1035,20,Female,77.93,3.67,29,9.7,76.9,45.67,Low
1036,19,Male,59.41,3.98,146,16.4,43.64,43.56,High
1037,20,Female,87.75,3.46,193,11.5,79.94,2.4,Medium
1038,22,Female,75.66,2.65,143,24.7,91.75,69.27,Medium
1039,23,Female,58.57,3.88,56,2.5,83.96,47.13,Low
1040,18,Male,95.6,2.33,161,34.9,51.75,95.93,Low
1041,24,Female,84.65,1.75,158,15.6,71.39,40.84,High
1042,23,Female,95.56,1.14,204,28.3,44.81,29.66,Low
1043,19,Male,86.83,2.97,274,25.5,47.06,95.68,High
1044,23,Male,67.96,1.49,166,17.3,72.91,80.33,Medium
1045,19,Female,55.48,2.06,93,1.3,78.02,1.28,Medium
1046,21,Male,93.21,2.48,169,27.4,60.18,58.41,Medium
1047,19,Male,51.72,3.41,280,35.8,60.14,84.16,Medium
1048,20,Female,86.14,1.82,134,3.3,51.71,23.19,Medium
1049,21,Male,86.13,1.04,162,37.9,68.54,97.69,Low
1050,23,Female,81.29,3.76,168,28.0,53.0,14.36,Medium
1051,17,Male,99.12,2.86,270,22.4,79.25,19.59,Medium
1052,19,Male,60.79,1.45,195,39.6,62.24,69.44,Medium
1053,22,Female,78.39,3.92,245,10.1,70.84,97.76,High
1054,17,Female,94.65,1.93,127,31.0,44.38,13.0,Medium
1055,19,Male,64.14,1.23,19,19.9,64.95,47.6,High
1056,19,Male,71.7,2.78,134,33.3,84.88,19.49,High
1057,20,Male,64.15,2.39,98,12.3,61.24,86.38,Low
1058,23,Female,69.52,3.11,116,38.5,86.35,81.79,Medium
1059,22,Female,86.25,1.11,265,4.5,50.78,60.42,Low
1060,17,Male,79.11,3.71,128,23.5,63.21,26.5,Medium
1061,24,Male,71.02,3.96,85,2.0,31.03,3.77,High
1062,24,Male,54.08,3.27,211,18.2,70.62,67.73,Medium
1063,18,Female,99.61,3.7,20,20.0,94.86,30.81,Low
1064,20,Male,50.39,3.71,241,18.8,64.66,97.93,Medium
1065,21,Male,86.97,2.6,97,31.1,97.58,1.61,Medium
1066,23,Female,44.57,2.04,134,38.0,38.81,65.99,Medium
1067,19,Female,72.81,1.39,58,8.7,71.23,43.25,Medium
1068,18,Female,49.25,1.95,90,38.9,31.23,85.89,Medium
1069,23,Female,49.25,2.45,246,3.2,67.88,31.43,Low
1070,19,Male,94.41,1.78,105,2.5,42.79,12.37,High
1071,17,Female,54.68,2.22,75,2.4,44.75,93.12,Medium
1072,20,Female,51.02,1.36,83,21.0,76.27,88.54,Medium
1073,17,Female,81.22,3.88,244,4.5,92.56,80.03,Medium
1074,23,Female,53.25,3.76,112,29.1,96.6,36.88,Medium
1075,21,Male,93.56,3.0,133,33.4,86.58,36.43,Low
1076,17,Female,67.34,1.78,32,37.1,65.78,84.58,Low
1077,17,Male,67.28,2.69,241,10.0,66.12,52.0,Low
1078,18,Female,46.71,3.35,269,12.1,73.89,25.91,Medium
1079,17,Female,42.43,3.9,211,9.2,50.42,65.73,Medium
1080,17,Female,85.06,3.9,39,28.6,33.71,52.35,Medium
1081,21,Male,80.42,2.06,56,18.0,85.38,98.43,High
1082,23,Male,49.43,3.57,171,32.0,64.75,81.45,Low
1083,23,Female,67.92,3.42,123,5.0,41.28,42.86,Medium
1084,22,Female,59.27,1.6,183,5.4,31.61,17.15,High
1085,17,Female,50.73,1.76,94,24.7,56.12,30.7,Medium
1086,23,Female,91.83,2.14,160,33.7,45.09,13.62,Medium
1087,23,Male,67.64,2.47,215,7.8,30.8,48.94,Medium
1088,20,Male,90.66,1.12,132,8.8,70.5,33.1,High
1089,22,Male,61.25,1.58,34,28.1,77.21,11.98,High
1090,19,Male,63.78,1.05,43,7.2,42.06,64.7,High
1091,17,Male,71.95,2.61,293,6.6,78.51,47.04,Medium
1092,21,Female,42.87,3.16,267,5.6,60.27,7.78,Medium
1093,17,Male,52.55,2.58,193,11.2,30.01,22.15,High
1094,20,Female,90.62,1.38,271,12.6,48.17,39.46,High
1095,18,Male,62.15,3.39,13,13.6,53.39,23.5,High
1096,20,Male,54.32,1.92,43,25.0,74.58,86.43,Low
1097,18,Male,87.36,1.87,194,35.5,92.43,4.08,High
1098,22,Female,44.08,3.83,121,22.8,31.9,0.43,Medium
1099,24,Female,98.71,3.64,217,19.8,85.37,55.46,High
1100,17,Male,98.74,1.68,50,26.9,72.87,30.05,High
1101,22,Female,58.74,3.99,81,15.7,83.87,29.41,Low
1102,24,Female,97.7,2.51,65,36.4,37.66,92.3,Medium
1103,18,Female,77.8,2.37,298,20.7,74.85,86.62,Medium
1104,19,Female,76.83,2.61,213,7.2,72.48,80.17,High
1105,20,Female,40.48,2.41,102,11.8,65.39,89.77,High
1106,21,Female,75.84,2.72,239,22.8,45.87,35.64,High
1107,24,Female,68.49,2.46,147,11.7,56.83,58.72,High
1108,19,Female,87.64,3.28,288,4.4,94.27,50.81,Medium
1109,17,Male,65.78,2.77,102,15.4,67.17,8.72,Medium
1110,22,Male,97.43,3.35,230,21.3,81.91,41.32,Low
1111,17,Female,83.12,3.92,171,10.0,91.32,82.77,Low
1112,19,Male,68.46,1.81,170,13.5,86.61,82.98,Medium
1113,24,Female,47.07,2.54,286,38.3,35.63,81.71,High
1114,18,Male,79.89,2.31,15,32.2,59.85,0.51,High
1115,17,Female,89.6,3.68,246,33.2,68.9,66.89,High
1116,23,Male,98.96,2.52,251,37.5,47.27,6.28,Medium
1117,24,Female,76.36,3.7,183,22.9,53.3,99.62,High
1118,17,Male,72.69,2.2,16,38.3,43.68,39.14,Medium
1119,23,Male,95.15,1.71,217,31.2,94.44,92.36,High
1120,17,Male,82.12,1.81,194,33.1,78.41,77.09,Medium
1121,18,Male,82.24,3.45,290,14.4,54.53,58.8,Medium
1122,22,Male,60.45,3.73,7,28.1,61.07,8.08,High
1123,21,Female,93.92,3.27,217,1.6,43.85,34.03,Medium
1124,17,Male,46.94,3.81,170,27.1,52.41,67.81,High
1125,18,Male,45.6,3.31,90,3.0,73.31,13.28,Medium
1126,23,Female,59.11,1.14,271,11.0,92.36,30.19,High
1127,21,Male,94.67,3.02,255,17.1,67.61,85.21,Medium
1128,24,Female,93.03,3.89,37,38.7,54.03,49.59,Low
1129,23,Female,58.2,1.11,184,5.4,78.28,48.04,Medium
1130,18,Female,58.94,2.92,184,29.3,99.37,26.56,Medium
1131,22,Female,66.09,1.54,188,27.5,95.67,91.98,Medium
1132,19,Female,75.68,1.03,156,28.3,81.83,36.62,Medium
1133,20,Male,51.95,1.86,254,23.3,57.1,4.55,Low
1134,24,Male,40.2,1.87,253,19.9,84.07,29.15,Medium
1135,20,Female,95.51,2.07,127,10.4,98.97,72.01,Medium
1136,21,Female,67.58,2.92,27,8.5,84.39,38.18,Medium
1137,19,Female,55.19,1.6,105,24.1,96.72,84.88,Medium
1138,24,Male,89.21,1.98,222,26.8,65.58,12.37,Medium
1139,19,Female,40.0,2.34,237,2.4,65.83,40.01,High
1140,24,Male,45.33,1.89,126,16.0,62.65,99.88,Low
1141,18,Female,88.93,3.53,171,21.0,36.03,65.79,High
1142,23,Female,51.97,3.04,67,25.3,65.32,73.62,Medium
1143,21,Male,40.27,2.21,79,13.6,67.51,73.28,Medium
1144,17,Female,44.55,1.21,241,22.4,60.96,27.91,High
1145,22,Female,55.08,1.5,110,26.6,34.6,3.65,High
1146,21,Male,66.69,1.5,16,28.2,62.68,2.78,Medium
1147,24,Female,55.93,1.17,253,10.3,65.88,4.47,High
1148,19,Male,79.32,3.52,27,13.1,62.09,73.7,Medium
1149,23,Male,40.14,3.79,109,38.7,65.49,1.15,Medium
1150,20,Female,67.73,2.4,137,16.9,52.85,50.8,Medium
1151,22,Male,65.43,1.27,298,28.2,77.31,7.24,High
1152,23,Female,94.85,2.41,84,13.4,73.61,31.81,Medium
1153,22,Male,48.24,1.76,236,9.8,47.03,29.6,Medium
1154,19,Female,57.59,2.64,141,32.1,90.35,25.11,Low
1155,23,Male,41.12,2.31,215,4.2,43.62,60.94,Low
1156,19,Female,62.44,1.47,30,25.2,59.92,45.71,Medium
1157,19,Female,85.68,3.88,232,20.8,64.64,79.05,High
1158,21,Female,81.08,3.57,226,29.4,60.56,21.46,Medium
1159,17,Female,53.26,2.75,196,12.3,93.33,20.76,Medium
1160,20,Female,67.3,3.18,199,34.2,77.23,21.74,High
1161,23,Male,59.68,3.03,224,2.0,69.93,67.08,Medium
1162,21,Male,69.98,2.36,180,18.7,53.72,43.18,High
1163,17,Male,93.7,3.56,89,31.3,86.65,62.4,Medium
1164,20,Female,92.87,1.2,214,25.0,92.4,87.0,High
1165,23,Female,96.27,1.66,35,6.7,79.41,78.44,Medium
1166,22,Male,63.59,2.62,57,33.7,62.54,54.91,Low
1167,18,Male,62.56,3.15,58,22.6,65.42,36.38,High
1168,17,Female,88.03,1.72,131,18.9,77.93,24.4,Low
1169,18,Female,63.98,1.94,112,17.0,30.43,16.89,Medium
1170,19,Male,70.56,3.63,118,31.5,68.22,10.42,Low
1171,24,Male,96.99,1.63,270,38.2,33.1,58.46,Low
1172,18,Male,80.15,3.94,227,2.8,59.91,50.85,Medium
1173,21,Female,45.35,3.94,180,3.4,94.46,9.53,Medium
1174,21,Male,76.27,2.22,40,33.4,75.08,16.69,Medium
1175,18,Male,63.27,2.96,141,5.1,72.88,8.59,Medium
1176,24,Female,80.6,2.98,238,13.8,31.85,57.23,Medium
1177,21,Male,63.5,3.91,93,25.4,83.29,45.98,Medium
1178,24,Female,69.51,3.47,244,19.5,49.16,16.45,Medium
1179,23,Female,76.67,2.84,222,26.4,52.66,48.06,Medium
1180,24,Male,97.42,1.14,258,14.4,45.27,57.07,Medium
1181,21,Female,49.12,1.87,190,10.4,77.43,91.11,Low
1182,21,Female,46.01,1.2,298,24.8,77.96,45.25,Medium
1183,20,Female,55.5,2.29,23,3.5,70.26,20.97,High
1184,23,Male,85.25,3.92,90,4.0,68.64,16.31,Medium
1185,24,Male,58.62,1.73,113,14.5,81.53,84.33,High
1186,23,Female,70.22,1.14,165,36.9,84.49,70.05,High
1187,22,Male,81.16,1.3,288,15.0,78.01,65.45,High
1188,22,Male,89.19,2.74,108,28.2,67.81,5.77,Medium
1189,22,Female,64.14,1.46,243,24.4,38.0,90.75,High
1190,24,Female,91.23,1.44,287,17.5,42.64,15.28,Medium
1191,22,Male,88.13,1.15,53,28.3,84.68,18.66,High
1192,18,Male,82.62,2.56,276,36.6,51.72,98.22,High
1193,24,Male,76.75,3.83,40,36.4,50.15,55.52,Medium
1194,20,Female,62.93,1.17,30,21.2,50.6,17.1,High
1195,24,Female,98.28,3.97,232,24.4,63.02,5.22,Medium
1196,23,Male,58.73,3.03,14,14.7,98.22,99.94,Low
1197,22,Female,69.46,3.51,37,1.9,82.92,66.02,Low
1198,24,Female,72.75,1.13,93,21.0,93.39,22.34,Low
1199,19,Male,46.66,2.39,287,31.0,59.87,80.3,High
1200,23,Female,57.18,2.38,240,2.4,46.25,71.4,High
1201,21,Male,43.15,1.12,173,39.9,63.23,28.63,High
1202,22,Female,44.51,1.54,213,29.9,36.05,83.11,High
1203,24,Male,74.47,2.68,26,27.0,88.16,68.86,Low
1204,24,Female,83.76,2.85,278,34.2,36.36,85.54,Low
1205,24,Male,98.5,1.83,24,21.5,36.08,86.87,Medium
1206,21,Male,40.73,3.11,12,9.9,69.01,7.14,Medium
1207,17,Female,72.22,2.49,54,21.9,97.25,20.84,Medium
1208,23,Female,91.2,3.12,244,17.3,31.79,50.64,Medium
1209,17,Male,42.44,1.2,293,34.7,85.89,68.28,High
1210,17,Female,58.66,2.2,99,4.4,59.95,89.55,High
1211,18,Female,72.87,2.54,143,19.9,43.33,75.28,High
1212,24,Female,43.9,1.56,114,21.3,33.7,6.13,Low
1213,24,Female,75.17,3.94,199,33.4,96.49,57.45,Medium
1214,21,Male,78.21,3.08,118,19.6,79.25,34.06,Medium
1215,22,Female,78.39,2.12,45,1.9,88.62,94.44,High
1216,19,Female,42.93,1.72,264,36.1,89.03,34.05,Medium
1217,19,Male,89.7,1.56,166,33.9,33.41,77.43,Low
1218,18,Female,81.15,3.13,62,17.9,81.69,24.9,Low
1219,18,Male,76.29,1.59,242,9.7,94.75,47.04,Medium
1220,18,Male,68.17,3.77,259,26.3,49.0,51.5,Low
1221,19,Male,84.56,1.5,14,3.3,38.66,89.79,Medium
1222,24,Female,62.85,2.26,195,25.1,33.39,29.25,Medium
1223,20,Female,47.27,3.37,79,3.1,85.4,3.72,Low
1224,21,Female,79.17,1.63,49,21.3,77.17,53.29,Low
1225,23,Female,44.74,1.79,71,36.4,37.8,4.87,Medium
1226,19,Female,85.16,3.77,152,32.9,72.19,58.62,Medium
1227,24,Female,92.71,3.94,46,10.2,30.46,52.7,High
1228,23,Male,54.41,1.79,130,25.8,62.59,12.47,Low
1229,17,Female,55.97,1.05,98,18.9,41.85,52.2,High
1230,21,Female,63.66,1.75,162,35.3,30.82,44.9,High
1231,24,Male,66.42,3.71,231,22.9,70.97,68.69,Low
1232,20,Male,99.24,1.67,67,6.7,51.24,95.87,High
1233,22,Male,40.9,1.06,207,38.7,68.97,90.34,High
1234,19,Female,95.78,2.87,154,36.9,38.41,77.91,Medium
1235,23,Female,47.0,1.83,18,29.0,71.47,90.26,Medium
1236,21,Male,48.94,2.95,106,4.5,76.97,12.15,High
1237,22,Male,72.14,2.57,187,23.7,83.57,17.23,Medium
1238,22,Male,82.77,3.41,246,20.7,96.25,12.58,Medium
1239,18,Male,84.66,2.8,284,22.2,57.15,0.28,Medium
1240,20,Female,73.45,1.03,151,36.4,93.19,2.19,High
1241,18,Female,43.71,3.24,184,10.6,67.75,66.0,Medium
1242,17,Male,59.81,3.59,84,8.6,56.93,67.45,High
1243,19,Female,72.45,3.55,150,37.1,43.8,51.64,High
1244,21,Male,83.47,3.89,124,1.4,37.66,31.99,Medium
1245,18,Female,72.68,2.38,132,16.0,44.68,38.45,Medium
1246,23,Female,99.58,2.46,12,5.9,53.84,27.92,Low
1247,22,Female,57.64,1.38,217,20.1,55.97,83.15,High
1248,23,Male,61.51,1.95,7,5.6,55.49,65.84,Medium
1249,17,Male,48.61,1.27,218,5.2,32.33,98.99,Medium
1250,21,Male,55.22,2.15,114,38.2,94.73,5.11,Medium
1251,21,Female,41.93,3.01,70,1.2,73.97,28.43,Medium
1252,24,Male,57.91,3.41,156,7.9,87.52,28.57,Medium
1253,17,Male,98.84,2.4,215,24.6,92.28,26.02,Medium
1254,17,Female,46.93,1.66,226,13.4,45.25,60.63,Low
1255,20,Female,43.55,1.45,200,25.6,38.69,51.16,Medium
1256,17,Female,50.8,1.85,206,37.2,47.5,54.78,Medium
1257,24,Female,88.06,2.42,157,22.7,55.74,40.3,Medium
1258,21,Male,95.59,2.13,77,9.6,64.6,45.95,Low
1259,22,Male,46.24,3.79,176,33.9,63.02,98.28,Medium
1260,18,Female,97.98,3.26,17,20.5,86.13,93.37,High
1261,18,Female,49.83,1.9,259,8.7,94.71,29.77,Medium
1262,20,Female,49.12,3.97,238,19.5,30.18,77.39,High
1263,19,Male,68.91,3.24,66,21.6,56.5,9.77,Medium
1264,17,Female,88.59,2.44,37,25.5,31.61,67.88,High
1265,17,Female,65.62,2.6,69,5.8,62.54,73.63,Medium
1266,21,Male,87.33,3.56,58,16.7,40.4,34.53,High
1267,23,Male,87.32,2.24,283,15.7,64.64,16.27,High
1268,17,Female,78.74,2.51,96,9.7,84.02,8.87,Medium
1269,18,Female,82.48,3.84,215,3.1,36.34,48.38,Medium
1270,22,Male,54.14,1.11,230,17.8,68.85,85.85,Low
1271,21,Male,69.47,2.87,216,33.8,46.2,17.98,High
1272,18,Female,99.53,3.43,17,23.0,87.47,33.11,High
1273,20,Male,70.26,2.67,161,39.7,61.63,42.95,Medium
1274,19,Female,48.02,2.97,153,8.6,36.26,95.84,Medium
1275,24,Female,75.38,2.09,213,29.3,91.35,63.07,Medium
1276,22,Male,96.07,2.62,177,33.5,83.78,15.9,Medium
1277,20,Male,90.18,1.22,249,14.4,96.01,24.12,Low
1278,22,Female,50.04,3.41,274,34.5,41.37,47.83,Medium
1279,20,Female,72.41,3.67,131,22.2,32.46,55.34,Low
1280,21,Female,95.15,2.5,194,18.6,99.54,11.46,Medium
1281,18,Female,54.29,2.58,266,37.4,41.8,94.02,Medium
1282,17,Female,89.5,1.17,133,8.8,63.53,66.47,Medium
1283,19,Female,48.14,1.7,137,26.2,89.89,26.77,Medium
1284,21,Female,66.4,1.04,117,32.0,68.32,79.44,High
1285,23,Female,61.09,2.04,94,38.6,37.89,76.91,Medium
1286,23,Female,76.15,1.85,136,26.1,45.94,0.44,High
1287,24,Male,67.9,3.32,258,29.8,37.39,66.09,High
